委託時間,UID,委託單號,倉位單號,合約類型,交易對,方向,槓桿,訂單類型,委託價格,已成交數量,委託狀態,手續費,成交均價,成交金額,取消時間,成交時間
2024-08-12T14:29:33+08:00,OOOOOJXN,98035435667456,98009833635840,得勁合約,BTCUSDT,多,534,市價平倉,58476.2,4.566197,已成交,80.1039144,58476.0245714,267013.0479698529658,--,2024-08-12T14:29:33+08:00
2024-08-12T14:29:27+08:00,OOOOOJXN,98009833635840,98009833635840,得勁合約,BTCUSDT,多,534,市價開倉,0,4.566197,已成交,0,58463.0753887,266953.9194506557739,--,2024-08-12T14:29:27+08:00
2024-08-12T13:43:05+08:00,OOOOOJXG,86340214554624,86311072530432,得勁合約,BTCUSDT,多,534,市價平倉,58484.5,2.549281,已成交,44.72789321,58484.3245465,149092.9773642260665,--,2024-08-12T13:43:05+08:00
2024-08-12T13:42:58+08:00,OOOOOJXG,86311072530432,86311072530432,得勁合約,BTCUSDT,多,534,市價開倉,0,2.549281,已成交,0,58497.2754913,149125.9929617367553,--,2024-08-12T13:42:58+08:00
2024-08-12T10:40:28+08:00,OOOOOJXQ,40383136481280,36760148082688,得勁合約,BTCUSDT,多,1000,強制平倉,58378.14064399,1.316437,已成交,23.05534331,58378.14064399,76851.14433495226363,--,2024-08-12T10:40:28+08:00
2024-08-12T10:26:04+08:00,OOOOOJXQ,36760148082688,36760148082688,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.316437,已成交,0,58432.7752978,76923.0674147099386,--,2024-08-12T10:26:04+08:00
2024-08-10T21:50:45+08:00,OOOOOJQQ,209068807503872,163819205787648,普通合約,BTCUSDT,多,193,強制平倉,60465.11100469,0.014743,已成交,0.17828743,60465.11100469,891.43713154214467,--,2024-08-10T21:50:45+08:00
2024-08-10T20:55:49+08:00,OOOOOJKW,195240427356160,194514867290112,得勁合約,BTCUSDT,多,1000,市價平倉,60749.1,3.800986,已成交,69.27173577,60748.9177527,230905.7858931641622,--,2024-08-10T20:55:48+08:00
2024-08-10T20:52:55+08:00,OOOOOJKW,194514867290112,194514867290112,得勁合約,BTCUSDT,多,1000,市價開倉,0,3.800986,已成交,0,60712.9821384,230769.1951263084624,--,2024-08-10T20:52:55+08:00
2024-08-10T20:31:41+08:00,OOOOOJKW,189168874520576,187635269206016,得勁合約,BTCUSDT,多,993,市價平倉,60841.5,2.515129,已成交,45.9071286,60841.3174755,153023.7619808368395,--,2024-08-10T20:31:41+08:00
2024-08-10T20:25:35+08:00,OOOOOJKW,187635269206016,187635269206016,得勁合約,BTCUSDT,多,993,市價開倉,0,2.515129,已成交,0,60838.3825146,153016.3801755633834,--,2024-08-10T20:25:35+08:00
2024-08-10T20:13:25+08:00,OOOOOJKW,184571140325376,182452837515264,得勁合約,BTCUSDT,多,993,強制平倉,60808.46544125,1.256998,已成交,22.93083584,60808.46544125,76436.1194427203675,--,2024-08-10T20:13:25+08:00
2024-08-10T20:05:00+08:00,OOOOOJKW,182452837515264,182452837515264,得勁合約,BTCUSDT,多,993,市價開倉,0,1.256998,已成交,0,60865.7825968,76508.1669926124064,--,2024-08-10T20:05:00+08:00
2024-08-10T20:04:51+08:00,OOOOOJKW,182414375747584,160174343028736,得勁合約,BTCUSDT,多,1000,市價平倉,60868.1,1.838911,已成交,36.25099026,60867.9173957,111930.6828460440827,--,2024-08-10T20:04:50+08:00
2024-08-10T19:02:16+08:00,OOOOOJQQ,166668584173568,163574401040384,得勁合約,BTCUSDT,多,1000,強制平倉,60739.73679501,0.063262,已成交,1.15275517,60739.73679501,3842.51722912592262,--,2024-08-10T19:02:16+08:00
2024-08-10T18:50:57+08:00,OOOOOJQQ,163819205787648,163819205787648,普通合約,BTCUSDT,多,193,限價開倉,60763.6,0.014743,已成交,0.17916756,60763.6,895.8377548,--,2024-08-10T18:51:01+08:00
2024-08-10T18:50:19+08:00,OOOOOJQQ,163658073210880,161296881385472,得勁合約,BTCUSDT,多,1000,市價平倉,60797.8,0.063301,已成交,1.154565,60797.6176066,3848.5499921153866,--,2024-08-10T18:50:19+08:00
2024-08-10T18:49:59+08:00,OOOOOJQQ,163574401040384,163574401040384,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063262,已成交,0,60796.5823892,3846.1133951055704,--,2024-08-10T18:49:59+08:00
2024-08-10T18:40:56+08:00,OOOOOJQQ,161296881385472,161296881385472,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063301,已成交,0,60758.8822761,3846.0980069594061,--,2024-08-10T18:40:56+08:00
2024-08-10T18:40:05+08:00,OOOOOJQQ,161083131265024,161037509820416,得勁合約,BTCUSDT,多,1000,市價平倉,60776.6,0.063289,已成交,1.15394361,60776.4176702,3846.4786979292878,--,2024-08-10T18:40:05+08:00
2024-08-10T18:39:54+08:00,OOOOOJQQ,161037509820416,161037509820416,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063289,已成交,0,60770.5823112,3846.1093838935368,--,2024-08-10T18:39:54+08:00
2024-08-10T18:36:28+08:00,OOOOOJKW,160174343028736,160174343028736,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.838911,已成交,0,60736.7822098,111689.5369102055278,--,2024-08-10T18:36:28+08:00
2024-08-10T18:19:19+08:00,OOOOOJQQ,155857774002176,155441083547648,得勁合約,BTCUSDT,多,1000,強制平倉,60917.87060282,0.063077,已成交,1.15275496,60917.87060282,3842.51652401407714,--,2024-08-10T18:19:19+08:00
2024-08-10T18:17:40+08:00,OOOOOJQQ,155441083547648,155441083547648,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063077,已成交,0,60974.8829241,3846.1126902034557,--,2024-08-10T18:17:40+08:00
2024-08-10T18:16:57+08:00,OOOOOJQQ,155262615912448,96010712453120,普通合約,BTCUSDT,多,25,市價平倉,60961,0.003491,已成交,0.04256285,60960.817117,212.814212555447,--,2024-08-10T18:16:57+08:00
2024-08-10T18:16:57+08:00,OOOOOJQQ,155262615912449,153136036675584,得勁合約,BTCUSDT,多,1000,市價平倉,60961,0.063146,已成交,1.15482953,60960.817117,3849.431757670082,--,2024-08-10T18:16:57+08:00
2024-08-10T18:16:57+08:00,OOOOOJQQ,155262615912450,154003783647232,得勁合約,BTCUSDT,多,1000,市價平倉,60961,0.06312,已成交,1.15435404,60960.817117,3847.84677642504,--,2024-08-10T18:16:57+08:00
2024-08-10T18:16:57+08:00,OOOOOJQQ,155262615912451,154261146140672,得勁合約,BTCUSDT,多,1000,市價平倉,60961,0.063143,已成交,1.15477467,60960.817117,3849.248875218731,--,2024-08-10T18:16:57+08:00
2024-08-10T18:16:57+08:00,OOOOOJQQ,155262615912452,154886269403136,得勁合約,BTCUSDT,多,1000,市價平倉,60961,0.063121,已成交,1.15437233,60960.817117,3847.907737242157,--,2024-08-10T18:16:57+08:00
2024-08-10T18:16:57+08:00,OOOOOJQQ,155262615912453,155074048393216,得勁合約,BTCUSDT,多,1000,市價平倉,60961,0.063098,已成交,1.1539517,60960.817117,3846.505638448466,--,2024-08-10T18:16:57+08:00
2024-08-10T18:16:12+08:00,OOOOOJQQ,155074048393216,155074048393216,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063098,已成交,0,60954.9828644,3846.1375087779112,--,2024-08-10T18:16:12+08:00
2024-08-10T18:15:27+08:00,OOOOOJQQ,154886269403136,154886269403136,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063121,已成交,0,60932.7827978,3846.1381829799338,--,2024-08-10T18:15:27+08:00
2024-08-10T18:12:58+08:00,OOOOOJQQ,154261146140672,154261146140672,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063143,已成交,0,60911.6827345,3846.1463829045335,--,2024-08-10T18:12:58+08:00
2024-08-10T18:11:57+08:00,OOOOOJQQ,154003783647232,154003783647232,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.06312,已成交,0,60933.8828011,3846.146682405432,--,2024-08-10T18:11:57+08:00
2024-08-10T18:08:30+08:00,OOOOOJQQ,153136036675584,153136036675584,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063146,已成交,0,60908.0827237,3846.1017916707602,--,2024-08-10T18:08:30+08:00
2024-08-10T18:00:38+08:00,OOOOOJQQ,151155116163072,150741705654272,得勁合約,BTCUSDT,多,1000,強制平倉,60846.43801368,1.263034,已成交,23.055336,60846.43801368,76851.11999017030512,--,2024-08-10T18:00:38+08:00
2024-08-10T18:00:37+08:00,OOOOOJQQ,151150921859072,150722768371712,得勁合約,BTCUSDT,多,1000,強制平倉,60858.42681842,1.262785,已成交,23.05533256,60858.42681842,76851.1085098984997,--,2024-08-10T18:00:37+08:00
2024-08-10T18:00:37+08:00,OOOOOJQQ,151152599580672,150751662931968,得勁合約,BTCUSDT,多,1000,強制平倉,60846.43801368,1.263034,已成交,23.055336,60846.43801368,76851.11999017030512,--,2024-08-10T18:00:37+08:00
2024-08-10T17:59:02+08:00,OOOOOJQQ,150751662931968,150751662931968,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.263034,已成交,0,60903.3827096,76923.0430772369264,--,2024-08-10T17:59:01+08:00
2024-08-10T17:58:59+08:00,OOOOOJQQ,150741705654272,150741705654272,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.263034,已成交,0,60903.3827096,76923.0430772369264,--,2024-08-10T17:58:59+08:00
2024-08-10T17:58:55+08:00,OOOOOJQQ,150722768371712,150722768371712,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.262785,已成交,0,60915.3827456,76923.031600402496,--,2024-08-10T17:58:55+08:00
2024-08-10T17:58:15+08:00,OOOOOJQQ,150555330691072,150284853673984,得勁合約,BTCUSDT,多,1000,強制平倉,60920.96796036,0.063074,已成交,1.15275874,60920.96796036,3842.52913313174664,--,2024-08-10T17:58:15+08:00
2024-08-10T17:57:10+08:00,OOOOOJQQ,150284853673984,150284853673984,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063074,已成交,0,60977.9829334,3846.1252955412716,--,2024-08-10T17:57:10+08:00
2024-08-10T17:55:10+08:00,OOOOOJQQ,149778969214976,147772721430528,得勁合約,BTCUSDT,多,1000,強制平倉,60930.75898827,0.063064,已成交,1.15276122,60930.75898827,3842.53738483625928,--,2024-08-10T17:55:10+08:00
2024-08-10T17:55:09+08:00,OOOOOJQQ,149777295687680,148253397057536,得勁合約,BTCUSDT,多,1000,強制平倉,60944.14632391,0.07566,已成交,1.38331024,60944.14632391,4611.0341108670306,--,2024-08-10T17:55:09+08:00
2024-08-10T17:55:02+08:00,OOOOOJQQ,149744991158272,148343339712512,得勁合約,BTCUSDT,多,1000,強制平倉,60947.2432801,0.075656,已成交,1.3833074,60947.2432801,4611.0246375992456,--,2024-08-10T17:55:01+08:00
2024-08-10T17:49:27+08:00,OOOOOJQQ,148343339712512,148343339712512,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.075656,已成交,0,61004.2830123,4615.3400355785688,--,2024-08-10T17:49:27+08:00
2024-08-10T17:49:06+08:00,OOOOOJQQ,148253397057536,148253397057536,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.07566,已成交,0,61001.183003,4615.34950600698,--,2024-08-10T17:49:06+08:00
2024-08-10T17:49:00+08:00,OOOOOJKW,148227828580352,148134161383424,得勁合約,BTCUSDT,多,564,市價平倉,60998,6.393952,已成交,117.00513422,60997.817006,390017.114041147712,--,2024-08-10T17:49:00+08:00
2024-08-10T17:48:37+08:00,OOOOOJKW,148134161383424,148134161383424,得勁合約,BTCUSDT,多,564,市價開倉,0,6.393952,已成交,0,60993.6829805,389990.681280533936,--,2024-08-10T17:48:37+08:00
2024-08-10T17:48:26+08:00,OOOOOJKW,148085188689920,147498673995776,得勁合約,BTCUSDT,多,564,市價平倉,60990.9,6.396941,已成交,117.04620552,60990.7170273,390154.0183713334893,--,2024-08-10T17:48:26+08:00
2024-08-10T17:47:11+08:00,OOOOOJQQ,147772721430528,147772721430528,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063064,已成交,0,60987.7829628,3846.1335447660192,--,2024-08-10T17:47:11+08:00
2024-08-10T17:46:06+08:00,OOOOOJKW,147498673995776,147498673995776,得勁合約,BTCUSDT,多,564,市價開倉,0,6.396941,已成交,0,60965.182895,389990.678033524195,--,2024-08-10T17:46:06+08:00
2024-08-10T17:44:52+08:00,OOOOOJQQ,147187724009472,145392672014336,得勁合約,BTCUSDT,多,1000,強制平倉,60939.15138006,0.252222,已成交,4.6110584,60939.15138006,15370.19463938149332,--,2024-08-10T17:44:52+08:00
2024-08-10T17:37:44+08:00,OOOOOJQQ,145392672014336,145392672014336,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.252222,已成交,0,60996.182988,15384.579265599336,--,2024-08-10T17:37:44+08:00
2024-08-10T17:09:41+08:00,OOOOOJQQ,138332294168576,130079679152128,得勁合約,BTCUSDT,多,1000,止盈平倉,60811.9,0.063436,已成交,1.73432845,60811.9,3857.6636884,--,2024-08-10T17:09:40+08:00
2024-08-10T16:36:53+08:00,OOOOOJQQ,130079679152128,130079679152128,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.063436,已成交,0,60630.18189,3846.13621837404,--,2024-08-10T16:36:53+08:00
2024-08-10T15:48:21+08:00,OOOOOJKW,117865344745472,109817088802816,得勁合約,BTCUSDT,多,1000,止盈平倉,60709.5,2.398196,已成交,65.45728279,60709.5,145593.280062,--,2024-08-10T15:48:21+08:00
2024-08-10T15:16:22+08:00,OOOOOJKW,109817088802816,109817088802816,得勁合約,BTCUSDT,多,1000,市價開倉,0,2.398196,已成交,0,60528.0815837,145158.2031417030052,--,2024-08-10T15:16:22+08:00
2024-08-10T14:42:29+08:00,OOOOOJKW,101288995028992,101231893774336,得勁合約,BTCUSDT,多,1000,市價平倉,60474.3,1.440793,已成交,26.13920602,60474.1185771,87130.6867270556403,--,2024-08-10T14:42:29+08:00
2024-08-10T14:42:15+08:00,OOOOOJKW,101231893774336,101231893774336,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.440793,已成交,0,60478.9814364,87137.6931006950652,--,2024-08-10T14:42:15+08:00
2024-08-10T14:40:18+08:00,OOOOOJKW,100738807201792,99952299704320,得勁合約,BTCUSDT,多,1000,市價平倉,60446,1.27343,已成交,23.09205566,60445.818662,76973.51885875066,--,2024-08-10T14:40:18+08:00
2024-08-10T14:37:10+08:00,OOOOOJKW,99952299704320,99952299704320,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.27343,已成交,0,60406.181218,76923.04334843774,--,2024-08-10T14:37:10+08:00
2024-08-10T14:30:53+08:00,OOOOOJKW,98369704919040,98092096520192,得勁合約,BTCUSDT,多,1000,市價平倉,60337.3,1.274192,已成交,23.0643223,60337.1189881,76881.0743176851152,--,2024-08-10T14:30:53+08:00
2024-08-10T14:29:46+08:00,OOOOOJKW,98092096520192,98092096520192,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.274192,已成交,0,60370.0811097,76923.0743893308624,--,2024-08-10T14:29:46+08:00
2024-08-10T14:24:07+08:00,OOOOOJKW,96667241119744,95974203686912,得勁合約,BTCUSDT,空,1000,市價平倉,60342.3,1.274092,已成交,23.06456171,60342.4810269,76881.8723365250748,--,2024-08-10T14:24:07+08:00
2024-08-10T14:21:22+08:00,OOOOOJKW,95974203686912,95974203686912,得勁合約,BTCUSDT,空,1000,市價開倉,0,1.274092,已成交,0,60374.818875,76923.0737300865,--,2024-08-10T14:21:22+08:00
2024-08-10T14:18:08+08:00,OOOOOJKW,95163042070528,95111213056000,得勁合約,BTCUSDT,多,1000,市價平倉,60382.8,2.547687,已成交,46.15080393,60382.6188516,153836.0130741762492,--,2024-08-10T14:18:08+08:00
2024-08-10T14:17:56+08:00,OOOOOJKW,95111213056000,95111213056000,得勁合約,BTCUSDT,多,1000,市價開倉,0,2.547687,已成交,0,60386.5811592,153846.1077937387704,--,2024-08-10T14:17:56+08:00
2024-08-10T00:47:08+08:00,OOOOOJKW,253457425596416,,普通合約,BTCUSDT,多,477,限價開倉,2583.03,0,已取消,0,0,0,2024-08-10T14:18:12+08:00,--
2024-08-10T00:34:27+08:00,OOOOOJKW,250264251629568,,普通合約,BTCUSDT,多,477,限價開倉,60062,0,已取消,0,0,0,2024-08-10T00:34:50+08:00,--
2024-08-10T00:33:05+08:00,OOOOOJKW,249920922681344,247422220599296,普通合約,BTCUSDT,多,383,市價平倉,60074.1,1.109237,已成交,13.32724292,60073.9197777,66636.2145524566149,--,2024-08-10T00:33:05+08:00
2024-08-10T00:33:05+08:00,OOOOOJKW,249920922681345,249827054157824,得勁合約,BTCUSDT,多,1000,市價平倉,60074.1,1.280611,已成交,23.07939675,60073.9197777,76931.3224804401747,--,2024-08-10T00:33:05+08:00
2024-08-10T00:32:43+08:00,OOOOOJKW,249827054157824,249827054157824,得勁合約,BTCUSDT,多,1000,市價開倉,0,1.280611,已成交,0,60067.4802019,76923.0758888353609,--,2024-08-10T00:32:43+08:00
2024-08-10T00:23:10+08:00,OOOOOJKW,247422220599296,247422220599296,普通合約,BTCUSDT,多,383,限價開倉,59960.1,1.109237,已成交,13.28476815,59882.4604159,66423.8407443516683,--,2024-08-10T00:23:10+08:00
2024-08-10T00:23:00+08:00,OOOOOJKW,247382159736832,247327597101056,得勁合約,BTCUSDT,多,1000,強制平倉,59993.5336907,2.561981,已成交,46.11068804,59993.5336907,153702.2934384332767,--,2024-08-10T00:23:00+08:00
2024-08-10T00:22:47+08:00,OOOOOJKW,247327597101056,247327597101056,得勁合約,BTCUSDT,多,1000,市價開倉,0,2.561981,已成交,0,60049.6801485,153846.1395965341785,--,2024-08-10T00:22:47+08:00
2024-08-10T00:20:15+08:00,OOOOOJKW,246690456092672,245201349214208,得勁合約,BTCUSDT,多,993,止盈平倉,60052.5,1.841407,已成交,50.06780188,60052.5,110581.0938675,--,2024-08-10T00:20:15+08:00
2024-08-10T00:14:20+08:00,OOOOOJKW,245201349214208,245201349214208,得勁合約,BTCUSDT,多,993,市價開倉,0,1.841407,已成交,0,59871.7796148,110248.3140851500236,--,2024-08-10T00:14:20+08:00
2024-08-10T00:06:14+08:00,OOOOOJKW,243163647279104,243018159456256,得勁合約,BTCUSDT,多,993,市價平倉,59891.7,2.555031,已成交,45.90740733,59891.5203249,153024.6910672495719,--,2024-08-10T00:06:14+08:00
2024-08-10T00:05:40+08:00,OOOOOJKW,243018159456256,243018159456256,得勁合約,BTCUSDT,多,993,市價開倉,0,2.555031,已成交,0,59888.2796643,153016.4110789560933,--,2024-08-10T00:05:40+08:00
2024-08-10T00:04:48+08:00,OOOOOJKW,242803457228800,242480269328384,普通合約,BTCUSDT,多,367,市價平倉,59748,1.069514,已成交,12.78022616,59747.820756,63901.130768032584,--,2024-08-10T00:04:48+08:00
2024-08-10T00:04:21+08:00,OOOOOJKW,242689098465280,242529346879488,得勁合約,BTCUSDT,多,993,強制平倉,59749.96002595,1.279267,已成交,22.93084564,59749.96002595,76436.15211251697865,--,2024-08-10T00:04:21+08:00
2024-08-10T00:03:43+08:00,OOOOOJKW,242529346879488,242529346879488,得勁合約,BTCUSDT,多,993,市價開倉,0,1.279267,已成交,0,59806.2794183,76508.1996526103861,--,2024-08-10T00:03:43+08:00
2024-08-10T00:03:31+08:00,OOOOOJKW,242480269328384,242480269328384,普通合約,BTCUSDT,多,367,市價開倉,0,1.069514,已成交,12.8008334,59844.16005747,64004.16699970496958,--,2024-08-10T00:03:31+08:00
2024-08-10T00:03:23+08:00,OOOOOJKW,242446647787520,240657928126464,得勁合約,BTCUSDT,多,500,市價平倉,59849.1,1.801844,已成交,32.35152547,59848.9204527,107838.4182241747788,--,2024-08-10T00:03:23+08:00
2024-08-10T00:01:53+08:00,OOOOOJKW,242068988461056,241682953109504,得勁合約,BTCUSDT,多,1000,市價平倉,59860.3,2.572541,已成交,46.19778422,59860.1204191,153992.6140430719331,--,2024-08-10T00:01:53+08:00
2024-08-10T00:00:21+08:00,OOOOOJKW,241682953109504,241682953109504,得勁合約,BTCUSDT,多,1000,市價開倉,0,2.572541,已成交,0,59803.179409,153846.130960008269,--,2024-08-10T00:00:21+08:00
2024-08-09T23:56:17+08:00,OOOOOJKW,240657928126464,240657928126464,得勁合約,BTCUSDT,多,500,市價開倉,0,1.801844,已成交,0,59873.7796208,107883.2105670607552,--,2024-08-09T23:56:17+08:00
2024-08-09T23:55:03+08:00,OOOOOJKW,240348333965312,240173506985984,普通合約,BTCUSDT,空,367,市價平倉,59927,2.130449,已成交,25.53436005,59927.179781,127671.800237251669,--,2024-08-09T23:55:03+08:00
2024-08-09T23:54:21+08:00,OOOOOJKW,240173506985984,240173506985984,普通合約,BTCUSDT,空,367,市價開倉,0,2.130449,已成交,25.53765816,59934.9201947,127688.2907938784203,--,2024-08-09T23:54:21+08:00
2024-08-09T23:45:31+08:00,OOOOOJKW,237947803762688,232328887631872,普通合約,BTCUSDT,空,367,市價平倉,59961,0.58907,已成交,7.06426645,59961.179883,35321.33223367881,--,2024-08-09T23:45:31+08:00
2024-08-09T23:23:11+08:00,OOOOOJKW,232328887631872,232328887631872,普通合約,BTCUSDT,空,367,市價開倉,0,0.58907,已成交,7.10445743,60302.3190925,35522.287107818975,--,2024-08-09T23:23:11+08:00
2024-08-09T23:12:33+08:00,OOOOOJKW,229651944407040,224399950184448,普通合約,BTCUSDT,多,367,市價平倉,60246.1,1.063871,已成交,12.81877728,60245.9192617,64093.8863708640407,--,2024-08-09T23:12:33+08:00
2024-08-09T22:51:41+08:00,OOOOOJKW,224399950184448,224399950184448,普通合約,BTCUSDT,多,367,市價開倉,0,1.063871,已成交,12.80082845,60161.56302791,64004.14222006563961,--,2024-08-09T22:51:41+08:00
2024-08-09T22:47:11+08:00,OOOOOJKW,223268225236992,222416174415872,普通合約,BTCUSDT,空,367,強制平倉,59958.73008231,0.535111,已成交,6.41691521,59958.73008231,32084.57601307498641,--,2024-08-09T22:47:11+08:00
2024-08-09T22:43:48+08:00,OOOOOJKW,222416174415872,222416174415872,普通合約,BTCUSDT,空,367,市價開倉,0,0.535111,已成交,6.40041137,59804.5205859,32002.0568152415349,--,2024-08-09T22:43:48+08:00
2024-08-09T22:30:58+08:00,OOOOOJKW,219187600523264,218624720732160,普通合約,BTCUSDT,空,367,市價平倉,60266.4,0.529577,已成交,6.38315902,60266.5807992,31915.7950598979384,--,2024-08-09T22:30:58+08:00
2024-08-09T22:28:44+08:00,OOOOOJKW,218624720732160,218624720732160,普通合約,BTCUSDT,空,367,市價開倉,0,0.529577,已成交,6.40041665,60429.5187109,32002.0832303622893,--,2024-08-09T22:28:44+08:00
2024-08-09T21:31:27+08:00,OOOOOJKW,204211695484928,199783512899584,普通合約,BTCUSDT,空,367,市價平倉,60278.1,0.529276,已成交,6.38076948,60278.2808343,31903.8473668549668,--,2024-08-09T21:31:27+08:00
2024-08-09T21:13:52+08:00,OOOOOJKW,199783512899584,199783512899584,普通合約,BTCUSDT,空,367,市價開倉,0,0.529276,已成交,6.40040962,60463.818608,32002.048057567808,--,2024-08-09T21:13:52+08:00
2024-08-09T21:10:29+08:00,OOOOOJKW,198932048216064,198849667891200,普通合約,BTCUSDT,空,367,市價平倉,60660.9,1.170418,已成交,14.19976446,60661.0819827,70998.8222520277686,--,2024-08-09T21:10:29+08:00
2024-08-09T21:10:09+08:00,OOOOOJKW,198849667891200,198849667891200,普通合約,BTCUSDT,空,367,市價開倉,0,1.170418,已成交,14.20892553,60700.2178988,71044.6276326776984,--,2024-08-09T21:10:09+08:00
2024-08-09T21:00:45+08:00,OOOOOJKW,196486299222016,196362919575552,得勁合約,BTCUSDT,多,1000,市價平倉,60517.5,2.542046,已成交,46.15134219,60517.3184475,153837.807290193585,--,2024-08-09T21:00:45+08:00
2024-08-09T21:00:16+08:00,OOOOOJKW,196362919575552,196362919575552,得勁合約,BTCUSDT,多,1000,市價開倉,0,2.542046,已成交,0,60520.5815612,153846.1022753222152,--,2024-08-09T21:00:16+08:00
2024-08-09T20:56:11+08:00,OOOOOJKW,195335977795584,195234454667264,普通合約,BTCUSDT,多,367,市價平倉,60513.2,1.174294,已成交,14.2120149,60513.0184604,71060.0744999369576,--,2024-08-09T20:56:11+08:00
2024-08-09T20:55:47+08:00,OOOOOJKW,195234454667264,195234454667264,普通合約,BTCUSDT,多,367,市價開倉,0,1.174294,已成交,14.20892598,60499.86619396,71044.62987237006424,--,2024-08-09T20:55:47+08:00
2024-08-09T20:52:15+08:00,OOOOOJKW,194345039921152,194295303864320,普通合約,BTCUSDT,多,367,市價平倉,60386.4,0.592575,已成交,7.15667273,60386.2188408,35783.36362958706,--,2024-08-09T20:52:15+08:00
2024-08-09T20:52:03+08:00,OOOOOJKW,194295303864320,194295303864320,普通合約,BTCUSDT,多,367,市價開倉,0,0.592575,已成交,7.15565898,60377.66505033,35778.29486719929975,--,2024-08-09T20:52:03+08:00
2024-08-09T20:51:44+08:00,OOOOOJKW,194213712068608,194129184260096,普通合約,BTCUSDT,多,367,市價平倉,60374.8,1.591121,已成交,19.2126648,60374.6188756,96063.3239599635476,--,2024-08-09T20:51:44+08:00
2024-08-09T20:51:24+08:00,OOOOOJKW,194129184260096,194129184260096,普通合約,BTCUSDT,多,367,市價開倉,0,1.591121,已成交,19.20125513,60338.76468627,96006.27560638260867,--,2024-08-09T20:51:24+08:00
2024-08-09T20:50:51+08:00,OOOOOJKW,193991099383808,193933503201280,普通合約,BTCUSDT,空,367,市價平倉,60327.1,1.590697,已成交,19.19248498,60327.2809813,95962.4248751109661,--,2024-08-09T20:50:51+08:00
2024-08-09T20:50:37+08:00,OOOOOJKW,193933503201280,193933503201280,普通合約,BTCUSDT,空,367,市價開倉,0,1.590697,已成交,19.20124589,60354.818935,96006.229415447695,--,2024-08-09T20:50:37+08:00
2024-08-09T20:50:15+08:00,OOOOOJKW,193841819910144,193590878896128,得勁合約,BTCUSDT,多,600,市價平倉,60427.3,1.410351,已成交,25.5670342,60427.1187181,85223.4473111910531,--,2024-08-09T20:50:15+08:00
2024-08-09T20:50:15+08:00,OOOOOJKW,193841819910145,193623334420480,得勁合約,BTCUSDT,多,600,市價平倉,60427.3,1.410087,已成交,25.56224837,60427.1187181,85207.4945518494747,--,2024-08-09T20:50:15+08:00
2024-08-09T20:49:23+08:00,OOOOOJKW,193623334420480,193623334420480,得勁合約,BTCUSDT,多,600,市價開倉,0,1.410087,已成交,0,60465.8813971,85262.1533015925477,--,2024-08-09T20:49:23+08:00
2024-08-09T20:49:15+08:00,OOOOOJKW,193590878896128,193590878896128,得勁合約,BTCUSDT,多,600,市價開倉,0,1.410351,已成交,0,60454.5813632,85262.1792801704832,--,2024-08-09T20:49:15+08:00
2024-08-09T20:45:12+08:00,OOOOOJKW,192569926582272,192227444883456,得勁合約,BTCUSDT,空,500,市價平倉,60468.1,2.955855,已成交,53.62064158,60468.2814043,178735.4719303071765,--,2024-08-09T20:45:12+08:00
2024-08-09T20:43:50+08:00,OOOOOJKW,192227444883456,192227444883456,得勁合約,BTCUSDT,空,500,市價開倉,0,2.955855,已成交,0,60413.6187586,178573.897075701603,--,2024-08-09T20:43:50+08:00
2024-08-09T20:43:37+08:00,OOOOOJKW,192171153129472,191986888966144,得勁合約,BTCUSDT,多,500,市價平倉,60400,2.953955,已成交,53.52550403,60399.8188,178418.346743354,--,2024-08-09T20:43:37+08:00
2024-08-09T20:42:53+08:00,OOOOOJKW,191986888966144,191986888966144,得勁合約,BTCUSDT,多,500,市價開倉,0,2.953955,已成交,0,60452.4813569,178573.9095666215395,--,2024-08-09T20:42:53+08:00
2024-08-09T18:52:45+08:00,OOOOOJKW,164272253534208,164227135406080,得勁合約,BTCUSDT,多,1000,市價平倉,60529.9,1.410614,已成交,25.61522047,60529.7184103,85384.0682056269242,--,2024-08-09T18:52:45+08:00
