委託時間,UID,委託單號,倉位單號,合約類型,交易對,方向,槓桿,訂單類型,委託價格,已成交數量,委託狀態,手續費,成交均價,成交金額,取消時間,成交時間
2024-08-08T21:33:09+08:00,OOOOOGDV,204638184394752,204594383278080,得勁合約,BTCUSDT,多,1000,市價平倉,57420.8,4.017691,已成交,69.20950179,57420.6277376,230698.3392757058816,--,2024-08-08T21:33:09+08:00
2024-08-08T21:32:59+08:00,OOOOOGDV,204594383278080,204594383278080,得勁合約,BTCUSDT,多,1000,市價開倉,0,4.017691,已成交,0,57438.2723143,230769.2297327122813,--,2024-08-08T21:32:59+08:00
2024-08-08T21:32:26+08:00,OOOOOGDV,204457631846400,204436635504640,得勁合約,BTCUSDT,多,1000,強制平倉,57490.66854692,4.010276,已成交,69.16603449,57490.66854692,230553.44829766814992,--,2024-08-08T21:32:26+08:00
2024-08-08T21:32:21+08:00,OOOOOGDV,204436635504640,204436635504640,得勁合約,BTCUSDT,多,1000,市價開倉,0,4.010276,已成交,0,57544.4726329,230769.2175323756804,--,2024-08-08T21:32:21+08:00
2024-08-08T21:31:35+08:00,OOOOOGDV,204243726536704,204138672295936,得勁合約,BTCUSDT,多,1000,強制平倉,57719.55502007,3.994373,已成交,69.16602965,57719.55502007,230553.43214418206611,--,2024-08-08T21:31:35+08:00
2024-08-08T21:31:10+08:00,OOOOOGDV,204138672295936,204138672295936,得勁合約,BTCUSDT,多,1000,市價開倉,0,3.994373,已成交,0,57773.5733202,230769.2013837272346,--,2024-08-08T21:31:10+08:00
2024-08-08T21:30:17+08:00,OOOOOGDV,203915455631360,203886795952128,得勁合約,BTCUSDT,多,1000,市價平倉,57752.1,3.994746,已成交,69.21128351,57751.9267437,230704.2783516886002,--,2024-08-08T21:30:17+08:00
2024-08-08T21:30:10+08:00,OOOOOGDV,203886795952128,203886795952128,得勁合約,BTCUSDT,多,1000,市價開倉,0,3.994746,已成交,0,57768.173304,230769.179233460784,--,2024-08-08T21:30:10+08:00
2024-08-08T21:30:03+08:00,OOOOOGMJ,203857242886144,203802888753152,得勁合約,BTCUSDT,多,1000,市價平倉,56399.598504164923532133,13.316745,已成交,230.55386004,57710.26378966,768512.8667696358567,--,2024-08-08T21:30:03+08:00
2024-08-08T21:29:50+08:00,OOOOOGMJ,203802888753152,203802888753152,得勁合約,BTCUSDT,多,1000,市價開倉,0,13.316745,已成交,0,57764.173292,769230.76586537454,--,2024-08-08T21:29:50+08:00
2024-08-08T21:28:25+08:00,OOOOOGDV,203446821359616,203358691135488,得勁合約,BTCUSDT,多,1000,止盈平倉,57743.9,3.999849,已成交,69.29006421,57743.9,230966.8806711,--,2024-08-08T21:28:25+08:00
2024-08-08T21:28:04+08:00,OOOOOGDV,203358691135488,203358691135488,得勁合約,BTCUSDT,多,1000,市價開倉,0,3.999849,已成交,0,57694.4730829,230769.1804661644821,--,2024-08-08T21:28:04+08:00
2024-08-08T21:27:11+08:00,OOOOOGDV,203136421892096,203042406912000,得勁合約,BTCUSDT,多,1000,強制平倉,57800.17980212,3.988801,已成交,69.1660245,57800.17980212,230553.41499487605812,--,2024-08-08T21:27:11+08:00
2024-08-08T21:26:49+08:00,OOOOOGDV,203042406912000,203042406912000,得勁合約,BTCUSDT,多,1000,市價開倉,0,3.988801,已成交,0,57854.2735623,230769.1842395758023,--,2024-08-08T21:26:49+08:00
2024-08-08T21:25:20+08:00,OOOOOGDV,202671286161408,202632644530176,得勁合約,BTCUSDT,多,1000,強制平倉,57829.65230564,3.986768,已成交,69.16602218,57829.65230564,230553.40726325177152,--,2024-08-08T21:25:20+08:00
2024-08-08T21:25:11+08:00,OOOOOGDV,202632644530176,202632644530176,得勁合約,BTCUSDT,多,1000,市價開倉,0,3.986768,已成交,0,57883.7736508,230769.1765102526144,--,2024-08-08T21:25:11+08:00
2024-08-08T21:23:11+08:00,OOOOOGMJ,202129793126400,202015775657984,得勁合約,BTCUSDT,多,1000,止損平倉,57831.5,13.294604,已成交,230.65406737,57831.5,768846.891226,--,2024-08-08T21:23:11+08:00
2024-08-08T21:22:44+08:00,OOOOOGMJ,202015775657984,202015775657984,得勁合約,BTCUSDT,多,1000,市價開倉,0,13.294604,已成交,0,57860.3735806,769230.7540461390824,--,2024-08-08T21:22:44+08:00
2024-08-08T21:22:23+08:00,OOOOOGMJ,201928487505920,201844715016192,得勁合約,BTCUSDT,多,1000,止損平倉,57951.3,13.267111,已成交,230.65389891,57951.3,768846.3296943,--,2024-08-08T21:22:23+08:00
2024-08-08T21:22:03+08:00,OOOOOGMJ,201844715016192,201844715016192,得勁合約,BTCUSDT,多,1000,市價開倉,0,13.267111,已成交,0,57980.2739403,769230.7301763674733,--,2024-08-08T21:22:03+08:00
2024-08-08T21:17:39+08:00,OOOOOGDV,200738186465280,200670129541120,普通合約,BTCUSDT,多,181,市價平倉,58099,1.641747,已成交,19.07671457,58098.825703,95383.572801423141,--,2024-08-08T21:17:39+08:00
2024-08-08T21:17:23+08:00,OOOOOGDV,200670129541120,200670129541120,普通合約,BTCUSDT,多,181,市價開倉,0,1.641747,已成交,19.07216645,58084.9742544,95360.8322272384368,--,2024-08-08T21:17:23+08:00
2024-08-08T21:14:34+08:00,OOOOOGDV,199961510416384,199929268654080,普通合約,BTCUSDT,多,181,市價平倉,57938.1,2.909745,已成交,33.71691821,57937.9261857,168584.5910292096465,--,2024-08-08T21:14:34+08:00
2024-08-08T21:14:26+08:00,OOOOOGDV,199929268654080,199929268654080,普通合約,BTCUSDT,多,181,市價開倉,0,2.909745,已成交,33.72229987,57947.173841,168611.499347980545,--,2024-08-08T21:14:26+08:00
2024-08-08T21:14:13+08:00,OOOOOGDV,199872826052608,199834930368512,普通合約,BTCUSDT,多,181,市價平倉,56648.416904278522229743,0.97005,已成交,11.18189301,57635.65284506,55909.465042350453,--,2024-08-08T21:14:13+08:00
2024-08-08T21:14:04+08:00,OOOOOGDV,199834930368512,199834930368512,普通合約,BTCUSDT,多,181,市價開倉,0,0.97005,已成交,11.24075972,57939.0738167,56203.798555889835,--,2024-08-08T21:14:04+08:00
2024-08-08T21:13:25+08:00,OOOOOGDV,199670874509312,199630139281408,普通合約,BTCUSDT,多,181,市價平倉,56150.577772445499749565,0.970546,已成交,11.18189493,57606.20787524,55909.47462848268104,--,2024-08-08T21:13:25+08:00
2024-08-08T21:13:15+08:00,OOOOOGDV,199630139281408,199630139281408,普通合約,BTCUSDT,多,181,市價開倉,0,0.970546,已成交,11.24076162,57909.4737279,56203.8080887184334,--,2024-08-08T21:13:15+08:00
2024-08-08T21:13:03+08:00,OOOOOGDV,199579220430848,199547637321728,普通合約,BTCUSDT,多,181,市價平倉,57936,2.262768,已成交,26.21906672,57935.826192,131095.333560819456,--,2024-08-08T21:13:03+08:00
2024-08-08T21:12:55+08:00,OOOOOGDV,199547637321728,199547637321728,普通合約,BTCUSDT,多,181,市價開倉,0,2.262768,已成交,26.22845615,57956.5738692,131142.2807408619456,--,2024-08-08T21:12:55+08:00
2024-08-08T21:12:24+08:00,OOOOOGDV,199415873261568,199396604628992,普通合約,BTCUSDT,多,181,市價平倉,57950.3,2.58702,已成交,29.98362708,57950.1261491,149918.135350244682,--,2024-08-08T21:12:24+08:00
2024-08-08T21:12:19+08:00,OOOOOGDV,199396604628992,199396604628992,普通合約,BTCUSDT,多,181,市價開倉,0,2.58702,已成交,29.97537327,57934.173802,149876.86630925004,--,2024-08-08T21:12:19+08:00
2024-08-08T21:12:05+08:00,OOOOOGDV,199336227622912,199314060873728,普通合約,BTCUSDT,多,181,市價平倉,57982,2.620831,已成交,30.39211344,57981.826054,151960.567158930874,--,2024-08-08T21:12:05+08:00
2024-08-08T21:12:00+08:00,OOOOOGDV,199314060873728,199314060873728,普通合約,BTCUSDT,多,181,市價開倉,0,2.620831,已成交,30.3804496,57959.5738782,151902.2479667767842,--,2024-08-08T21:12:00+08:00
2024-08-08T21:11:43+08:00,OOOOOGDV,199243906945024,199195949125632,普通合約,BTCUSDT,多,181,市價平倉,56710.089309905185471925,0.192291,已成交,2.21622678,57626.8982944,11081.1338999284704,--,2024-08-08T21:11:43+08:00
2024-08-08T21:11:32+08:00,OOOOOGDV,199195949125632,199195949125632,普通合約,BTCUSDT,多,181,市價開倉,0,0.192291,已成交,2.22789406,57930.2737903,11139.4702774105773,--,2024-08-08T21:11:32+08:00
2024-08-08T21:10:47+08:00,OOOOOGDV,199009696518144,198996900188160,得勁合約,BTCUSDT,多,1000,止盈平倉,57848.6,0.877962,已成交,15.23666177,57848.6,50788.8725532,--,2024-08-08T21:10:47+08:00
2024-08-08T21:10:44+08:00,OOOOOGDV,198996900188160,198996900188160,得勁合約,BTCUSDT,多,1000,市價開倉,0,0.877962,已成交,0,57826.173478,50769.182919091836,--,2024-08-08T21:10:44+08:00
2024-08-08T20:33:07+08:00,OOOOOGDC,189530200379392,132981235388416,普通合約,SOLUSDT,空,100,強制平倉,156.0565235,63.388,已成交,0,156.0565235,9892.110911618,--,2024-08-08T20:33:07+08:00
2024-08-08T19:43:14+08:00,OOOOOGDV,176976971468800,162111716708352,普通合約,BTCUSDT,多,499,強制平倉,57255.53529603,1.450284,已成交,16.60735736,57255.53529603,83036.78675126757252,--,2024-08-08T19:43:14+08:00
2024-08-08T19:35:09+08:00,OOOOOOOK,174942343958528,173035747921920,得勁合約,BTCUSDT,空,1000,強制平倉,57547.58426086,1.337936,已成交,23.09849541,57547.58426086,76994.98469563798496,--,2024-08-08T19:35:09+08:00
2024-08-08T19:35:09+08:00,OOOOOOOK,174942343958529,173050604294144,得勁合約,BTCUSDT,空,1000,強制平倉,57559.39528285,1.337661,已成交,23.09848748,57559.39528285,76994.95825345241385,--,2024-08-08T19:35:09+08:00
2024-08-08T19:27:38+08:00,OOOOOOOK,173050604294144,173050604294144,得勁合約,BTCUSDT,空,1000,市價開倉,0,1.337661,已成交,0,57505.6274826,76923.0351640021986,--,2024-08-08T19:27:38+08:00
2024-08-08T19:27:34+08:00,OOOOOOOK,173035747921920,173035747921920,得勁合約,BTCUSDT,空,1000,市價開倉,0,1.337936,已成交,0,57493.827518,76923.061614122848,--,2024-08-08T19:27:34+08:00
2024-08-08T19:26:58+08:00,OOOOOOOK,172883708596224,171632245723136,得勁合約,SOLUSDT,多,1000,市價平倉,154.188,499.447,已成交,23.10255091,154.187537436,77008.503009797892,--,2024-08-08T19:26:58+08:00
2024-08-08T19:26:58+08:00,OOOOOOOK,172883708596225,171646154035200,得勁合約,SOLUSDT,多,1000,市價平倉,154.188,499.505,已成交,23.10523377,154.187537436,77017.44588696918,--,2024-08-08T19:26:58+08:00
2024-08-08T19:26:58+08:00,OOOOOOOK,172883708596226,171654240653312,得勁合約,SOLUSDT,多,1000,市價平倉,154.188,499.447,已成交,23.10255091,154.187537436,77008.503009797892,--,2024-08-08T19:26:58+08:00
2024-08-08T19:25:38+08:00,OOOOOOOK,172547392180224,171665737388032,得勁合約,SOLUSDT,空,1000,強制平倉,154.09748668,499.618,已成交,23.09696344,154.09748668,76989.87810008824,--,2024-08-08T19:25:38+08:00
2024-08-08T19:23:02+08:00,OOOOOOOK,171893093339136,171687677792256,得勁合約,SOLUSDT,空,1000,強制平倉,154.06145541,499.735,已成交,23.09697043,154.06145541,76989.90141931635,--,2024-08-08T19:23:02+08:00
2024-08-08T19:22:39+08:00,OOOOOOOK,171796636930048,171674922913792,得勁合約,SOLUSDT,空,1000,強制平倉,154.03943614,499.807,已成交,23.09699654,154.03943614,76989.98845882498,--,2024-08-08T19:22:39+08:00
2024-08-08T19:22:13+08:00,OOOOOOOK,171687677792256,171687677792256,得勁合約,SOLUSDT,空,1000,市價開倉,0,499.735,已成交,0,153.92753822,76922.9783123717,--,2024-08-08T19:22:13+08:00
