開倉時間,UID,倉位單號,合約類型,交易對,方向,槓桿,開倉價格,止盈價格,止損價格,強平價格,倉位數量,初始保證金,倉位保證金,開倉手續費,未實現盈虧,資金費,倉位狀態,平倉類型,平倉價格,已實現盈虧,回報率,平倉手續費,平倉時間
2024-08-12T14:29:27+08:00,OOOOOJXN,98009833635840,得勁合約,BTCUSDT,多,534,58463.1,58791.3,0,58360,4.566197,580,580,0,0,0,已平倉,手動平倉,58476.1,-20.97539521,-3.62,80.1039144,2024-08-12T14:29:33+08:00
2024-08-12T13:42:58+08:00,OOOOOJXG,86311072530432,得勁合約,BTCUSDT,多,534,58497.3,58825.6,0,58394.1,2.549281,324,324,0,0,0,已平倉,手動平倉,58484.4,-77.74349072,-24,44.72789321,2024-08-12T13:43:05+08:00
2024-08-12T10:26:04+08:00,OOOOOJXQ,36760148082688,得勁合約,BTCUSDT,多,1000,58432.8,58611.3,0,58378.2,1.316437,100,100,0,0,0,已平倉,強制平倉,58378.2,-100,-100,23.05534331,2024-08-12T10:40:28+08:00
2024-08-10T20:52:55+08:00,OOOOOJKW,194514867290112,得勁合約,BTCUSDT,多,1000,60713,60894.8,0,60656.3,3.800986,300,300,0,0,0,已平倉,手動平倉,60749,67.31903108,22.44,69.27173577,2024-08-10T20:55:49+08:00
2024-08-10T20:25:35+08:00,OOOOOJKW,187635269206016,得勁合約,BTCUSDT,多,993,60838.4,61022,0,60781.1,2.515129,200,200,0,0,0,已平倉,手動平倉,60841.4,-38.52532333,-19.27,45.9071286,2024-08-10T20:31:41+08:00
2024-08-10T20:05:00+08:00,OOOOOJKW,182452837515264,得勁合約,BTCUSDT,多,993,60865.8,61049.4,0,60808.5,1.256998,100,100,0,0,0,已平倉,強制平倉,60808.5,-100,-100,22.93083584,2024-08-10T20:13:25+08:00
2024-08-10T18:51:01+08:00,OOOOOJQQ,163819205787648,普通合約,BTCUSDT,多,193,60763.6,62337.8,0,60465.2,0.014743,4.82083244,4.82083244,0.17916756,0,-0.07013047,已平倉,強制平倉,60465.2,-5.07013047,-101.41,0.17828743,2024-08-10T21:50:45+08:00
2024-08-10T18:49:59+08:00,OOOOOJQQ,163574401040384,得勁合約,BTCUSDT,多,1000,60796.6,60976.7,0,60739.8,0.063262,5,5,0,0,-0.10216819,已平倉,強制平倉,60739.8,-5.10216819,-102.05,1.15275517,2024-08-10T19:02:16+08:00
2024-08-10T18:40:56+08:00,OOOOOJQQ,161296881385472,得勁合約,BTCUSDT,多,1000,60758.9,60941.1,0,60702.1,0.063301,5,5,0,0,0,已平倉,手動平倉,60797.7,1.29742015,25.95,1.154565,2024-08-10T18:50:19+08:00
2024-08-10T18:39:54+08:00,OOOOOJQQ,161037509820416,得勁合約,BTCUSDT,多,1000,60770.6,60950.5,0,60713.8,0.063289,5,5,0,0,0,已平倉,手動平倉,60776.5,-0.78462958,-15.7,1.15394361,2024-08-10T18:40:05+08:00
2024-08-10T18:36:28+08:00,OOOOOJKW,160174343028736,得勁合約,BTCUSDT,多,1000,60736.8,61042,0,60680,1.838911,145.19645624999998,145.19645624999998,0,0,-6.36837792,已平倉,手動平倉,60868,198.52656765,136.73,36.25099026,2024-08-10T20:04:51+08:00
2024-08-10T18:17:40+08:00,OOOOOJQQ,155441083547648,得勁合約,BTCUSDT,多,1000,60974.9,61157.6,0,60917.9,0.063077,5,5,0,0,0,已平倉,強制平倉,60917.9,-5,-100,1.15275496,2024-08-10T18:19:19+08:00
2024-08-10T18:16:12+08:00,OOOOOJQQ,155074048393216,得勁合約,BTCUSDT,多,1000,60955,61137.7,0,60898,0.063098,5,5,0,0,0,已平倉,手動平倉,60960.9,-0.78582203,-15.72,1.1539517,2024-08-10T18:16:57+08:00
2024-08-10T18:15:27+08:00,OOOOOJQQ,154886269403136,得勁合約,BTCUSDT,多,1000,60932.8,61112.4,0,60875.9,0.063121,5,5,0,0,0,已平倉,手動平倉,60960.9,0.61518193,12.31,1.15437233,2024-08-10T18:16:57+08:00
2024-08-10T18:12:58+08:00,OOOOOJQQ,154261146140672,得勁合約,BTCUSDT,多,1000,60911.7,61094.2,0,60854.8,0.063143,5,5,0,0,0,已平倉,手動平倉,60960.9,1.94771764,38.96,1.15477467,2024-08-10T18:16:57+08:00
2024-08-10T18:11:57+08:00,OOOOOJQQ,154003783647232,得勁合約,BTCUSDT,多,1000,60933.9,61123.8,0,60877,0.06312,5,5,0,0,0,已平倉,手動平倉,60960.9,0.54573997,10.92,1.15435404,2024-08-10T18:16:57+08:00
2024-08-10T18:08:30+08:00,OOOOOJQQ,153136036675584,得勁合約,BTCUSDT,多,1000,60908.1,61084,0,60851.2,0.063146,5,5,0,0,0,已平倉,手動平倉,60960.9,2.17513646,43.51,1.15482953,2024-08-10T18:16:57+08:00
2024-08-10T17:59:02+08:00,OOOOOJQQ,150751662931968,得勁合約,BTCUSDT,多,1000,60903.4,61085.9,0,60846.5,1.263034,100,100,0,0,-1.54869634,已平倉,強制平倉,60846.5,-101.54869634,-101.55,23.055336,2024-08-10T18:00:37+08:00
2024-08-10T17:58:59+08:00,OOOOOJQQ,150741705654272,得勁合約,BTCUSDT,多,1000,60903.4,61092.8,0,60846.5,1.263034,100,100,0,0,-1.54869634,已平倉,強制平倉,60846.5,-101.54869634,-101.55,23.055336,2024-08-10T18:00:38+08:00
2024-08-10T17:58:55+08:00,OOOOOJQQ,150722768371712,得勁合約,BTCUSDT,多,1000,60915.4,61097.9,0,60858.5,1.262785,100,100,0,0,-1.54839103,已平倉,強制平倉,60858.5,-101.54839103,-101.55,23.05533256,2024-08-10T18:00:37+08:00
2024-08-10T17:57:10+08:00,OOOOOJQQ,150284853673984,得勁合約,BTCUSDT,多,1000,60978,61160.6,0,60921,0.063074,5,5,0,0,0,已平倉,強制平倉,60921,-5,-100,1.15275874,2024-08-10T17:58:15+08:00
2024-08-10T17:49:27+08:00,OOOOOJQQ,148343339712512,得勁合約,BTCUSDT,多,1000,61004.3,61192.1,0,60947.3,0.075656,6,6,0,0,0,已平倉,強制平倉,60947.3,-6,-100,1.3833074,2024-08-10T17:55:01+08:00
2024-08-10T17:49:06+08:00,OOOOOJQQ,148253397057536,得勁合約,BTCUSDT,多,1000,61001.2,61184.1,0,60944.2,0.07566,6,6,0,0,0,已平倉,強制平倉,60944.2,-6,-100,1.38331024,2024-08-10T17:55:09+08:00
2024-08-10T17:48:37+08:00,OOOOOJKW,148134161383424,得勁合約,BTCUSDT,多,564,60993.7,61315.4,0,60891.9,6.393952,808.470116,808.470116,0,0,0,已平倉,手動平倉,60997.9,-90.57237361,-11.21,117.00513422,2024-08-10T17:49:00+08:00
2024-08-10T17:47:11+08:00,OOOOOJQQ,147772721430528,得勁合約,BTCUSDT,多,1000,60987.8,61170.6,0,60930.8,0.063064,5,5,0,0,0,已平倉,強制平倉,60930.8,-5,-100,1.15276122,2024-08-10T17:55:10+08:00
2024-08-10T17:46:06+08:00,OOOOOJKW,147498673995776,得勁合約,BTCUSDT,多,564,60965.2,61289.4,0,60863.5,6.396941,808.470116,808.470116,0,0,0,已平倉,手動平倉,60990.8,46.29413228,5.73,117.04620552,2024-08-10T17:48:26+08:00
2024-08-10T17:37:44+08:00,OOOOOJQQ,145392672014336,得勁合約,BTCUSDT,多,1000,60996.2,61178.7,0,60939.2,0.252222,20,20,0,0,0,已平倉,強制平倉,60939.2,-20,-100,4.6110584,2024-08-10T17:44:52+08:00
